seats_flipped,party_a_final,party_b_final,party_a_majority,party_b_majority,p_min_b,p_maj_b,turnout
0,206,81,True,False,0.7491035276259798,0.2752014301236819,0.7747121542037102
4,202,85,True,False,0.7117196640011539,0.5395607160638065,0.7557085006518304
1,205,82,True,False,0.6660770488714101,0.38904595550031973,0.7415026485772775
0,206,81,True,False,0.6432854920707084,0.3378902105363024,0.7547053561314295
0,206,81,True,False,0.5872481290497678,0.2419117501160326,0.8507146546781894
1,205,82,True,False,0.6406058695451871,0.47212128956702787,0.8947404333404867
1,205,82,True,False,0.6493728413457515,0.487232312925743,0.7432958850571868
0,206,81,True,False,0.5682420900777756,0.39682843980514154,0.8701344267820524
0,206,81,True,False,0.5753343013281169,0.39082018615965486,0.8896971657407463
0,206,81,True,False,0.6198735378484195,0.3996878341562792,0.6516491196756448
0,206,81,True,False,0.7977658180987748,0.16535138152994647,0.6067497616553561
0,206,81,True,False,0.6048510045569656,0.3128368757893277,0.8231359185946053
2,204,83,True,False,0.8263142858700211,0.3685795218598127,0.8437646654794937
6,200,87,True,False,0.8410150681604897,0.538942896973333,0.7774397900417488
2,204,83,True,False,0.5693145087400658,0.49876783055898893,0.7076675637416885
0,206,81,True,False,0.5575127883237311,0.4134871301918653,0.8818884665139218
3,203,84,True,False,0.6708416821739999,0.5127598032642352,0.7037765764984654
2,204,83,True,False,0.8305128082114405,0.34523095450865254,0.626818523219415
0,206,81,True,False,0.6797757390223539,0.2350183797913951,0.816268568754305
1,205,82,True,False,0.8185203607573865,0.21184913559641996,0.8627927827020273
1,205,82,True,False,0.7297811915567768,0.429353389728509,0.6903545281337777
0,206,81,True,False,0.69006529649801,0.2681724734884371,0.8421155903110367
1,205,82,True,False,0.5258149509070058,0.48336429994238966,0.6295924450127821
0,206,81,True,False,0.5464248202613646,0.2501842235985886,0.8877322884084331
0,206,81,True,False,0.5871621334330707,0.3176615732712058,0.7907826295801667
0,206,81,True,False,0.674911107592975,0.3566136549761089,0.6105099143476926
0,206,81,True,False,0.6822631495243091,0.24951690217861816,0.8467482446665985
1,205,82,True,False,0.5191784590039735,0.4771798821377487,0.6856300419380799
0,206,81,True,False,0.7342247132846264,0.17851224386745188,0.84222808290972
1,205,82,True,False,0.6911574476610243,0.4280424087864227,0.6743324334744631
1,205,82,True,False,0.6408664276805909,0.4336647699570128,0.6302440543356614
2,204,83,True,False,0.8329041690059318,0.3796609720280779,0.6115781413167766
1,205,82,True,False,0.6631443744718193,0.39232282625467135,0.7908424963192358
1,205,82,True,False,0.8358877514639117,0.1805382978187599,0.8432209191351883
0,206,81,True,False,0.7666865906687683,0.19822464999285838,0.6673022440158092
3,203,84,True,False,0.8267322279420215,0.49137500961663827,0.7008562516131269
0,206,81,True,False,0.7115070643524889,0.36545858855060487,0.6233227391306054
2,204,83,True,False,0.8911600132516577,0.2803155897077151,0.6483374790966272
0,206,81,True,False,0.535580607709506,0.1681848219293995,0.652193721961571
1,205,82,True,False,0.5061868566463453,0.4952655792107134,0.68328036889521
0,206,81,True,False,0.5569592248145422,0.41113055300897927,0.6830643866082673
4,202,85,True,False,0.81978672917697,0.47257935125131567,0.7888773149879215
0,206,81,True,False,0.5388857377999049,0.36187505166831585,0.743777320563555
4,202,85,True,False,0.755430026226045,0.5152134794068745,0.6201622223361274
0,206,81,True,False,0.5316418734271606,0.3064834977285249,0.652883753891993
0,206,81,True,False,0.6313485791328605,0.2745888511910535,0.8443006509892467
0,206,81,True,False,0.575934909562931,0.32567535085694416,0.7070579576359678
9,197,90,True,False,0.8343496109080898,0.5482212689424818,0.7869373014137363
8,198,89,True,False,0.8470966282679212,0.4974488835338289,0.8286248363078238
9,197,90,True,False,0.8881116177411587,0.5477341073629041,0.8009803891253495
2,204,83,True,False,0.7234029079577204,0.5033378649290128,0.6728949713772171
5,201,86,True,False,0.8737694224174044,0.5341388884846651,0.6624768874139983
0,206,81,True,False,0.5815694952441685,0.2499531448827946,0.6578929191766631
3,203,84,True,False,0.8653568943495545,0.502291008975823,0.637803821687051
6,200,87,True,False,0.8741650068025582,0.5122549996685986,0.7343449592377658
0,206,81,True,False,0.5821296909454821,0.3481590542442439,0.890326650155858
2,204,83,True,False,0.7144164480777438,0.4687796602585387,0.8815305608543694
1,205,82,True,False,0.8789500318010744,0.24833586043133576,0.8004653552448947
0,206,81,True,False,0.7496909980190954,0.27697472973669346,0.6243905883589556
0,206,81,True,False,0.7232019603324694,0.2387908617466449,0.7440869212708483
5,201,86,True,False,0.8798549695389536,0.35044335747615285,0.8969481678443687
2,204,83,True,False,0.8342297595886762,0.3271267069552416,0.805228961665037
1,205,82,True,False,0.6695397155261381,0.4838628601433691,0.7351489606658951
2,204,83,True,False,0.7929612540322807,0.4082742707129476,0.8574711218604798
0,206,81,True,False,0.5782835151789428,0.25797942577415456,0.7914301798963572
0,206,81,True,False,0.5946678555117183,0.156555156825995,0.8715835790046368
